"Place_Id","Place_Name","Description","Category","City","Price","Rating","No.Telepon","Coordinate","Latitude","Longitude"
"152","Taman Bunga Nusantara","Taman Bunga Nusantara adalah destinasi yang memukau dengan keindahan bunga-bunga dari berbagai daerah di Indonesia. Dengan desain taman yang estetis, pengunjung dapat menikmati keindahan alam dan berbagai jenis bunga yang bermekaran.","Taman Hiburan","Bogor","50000","4.6","(0263) 581617","{'lat': -6.726819292607601, 'lng': 107.0794044}","-6.726819292607601","107.0794044"
"153","Museum of Zoology ","Museum of Zoology adalah tempat yang menyajikan pengetahuan tentang dunia satwa liar. Dengan koleksi spesimen dan pameran interaktif, museum ini menjadi sumber informasi yang menarik tentang keanekaragaman fauna di seluruh dunia.","Budaya","Bogor","23878","4.5","082926583493","{'lat': -6.602233777617259, 'lng': 106.79728408481284}","-6.602233777617259","106.79728408481284"
"154","Kebun Durian Warso Farm","Kebun Durian Warso Farm adalah destinasi untuk para penggemar buah durian. Pengunjung dapat menikmati pengalaman petik durian langsung dari pohonnya, menjelajahi kebun durian, dan menikmati kelezatan buah ini.","Taman Hiburan","Bogor","36130","4.3","082781078912","{'lat': -6.689253078988925, 'lng': 106.7917393994967}","-6.689253078988925","106.7917393994967"
"155","Bogor Botanical Gardens","Bogor Botanical Gardens adalah kebun botani terkenal yang menampilkan berbagai koleksi tanaman dari seluruh dunia. Dengan suasana hijau, taman ini menjadi tempat yang cocok untuk piknik, berjalan-jalan, atau sekadar bersantai.","Taman Hiburan","Bogor","24885","4.7","(0251) 8311362","{'lat': -6.596712329696818, 'lng': 106.79935522327051}","-6.596712329696818","106.79935522327051"
"156","Taman Wisata Matahari Waterpark","Taman Wisata Matahari Waterpark adalah kompleks rekreasi air yang menawarkan berbagai wahana seru dan kolam renang. Tempat ini menjadi tujuan yang populer untuk keluarga dan teman-teman yang mencari keseruan di air.","Taman Hiburan","Bogor","32822","4.1","082718890736","{'lat': -6.655939417834205, 'lng': 106.91831074603772}","-6.655939417834205","106.91831074603772"
"157","Leuwi Hejo","Leuwi Hejo adalah destinasi alam yang menawarkan keindahan aliran sungai dan lingkungan yang asri. Pengunjung dapat bersantai di sekitar leuwi (sungai kecil) sambil menikmati alam yang tenang.","Cagar Alam","Bogor","31955","4.3","0858-1407-3172","{'lat': -6.591958878683195, 'lng': 106.95506843069181}","-6.591958878683195","106.95506843069181"
"158","Goa Agung Garunggang","Goa Agung Garunggang adalah gua alam yang menawarkan petualangan bawah tanah. Dengan stalaktit dan stalagmit yang indah, gua ini menjadi destinasi menarik bagi para pencinta petualangan dan eksplorasi gua.","Cagar Alam","Bogor","12487","4.6","(021) 84200234","{'lat': -6.572190751170562, 'lng': 106.93624391534591}","-6.572190751170562","106.93624391534591"
"159","Wisata Alam Cireong Park","Wisata Alam Cireong Park adalah taman alam dengan berbagai keindahan alam seperti air terjun, hutan, dan sungai. Tempat ini memberikan kesempatan untuk meresapi keindahan alam Indonesia.","Cagar Alam","Ciamis","37687","4.4","084537186352","{'lat': -7.2698291, 'lng': 108.2556141}","-7.2698291","108.2556141"
"160","Situs Pangcalikan Gunung Padang","Situs Pangcalikan Gunung Padang adalah situs arkeologi yang menjadi saksi sejarah kehidupan manusia prasejarah. Pengunjung dapat menjelajahi dan mempelajari situs ini untuk mendapatkan pemahaman yang lebih baik tentang perkembangan peradaban.","Cagar Alam","Ciamis","12217","4.4","083126230589","{'lat': -7.2881582, 'lng': 108.2514024}","-7.2881582","108.2514024"
"161","Objek Wisata Situ Wangi","Objek Wisata Situ Wangi adalah destinasi yang menawarkan danau yang indah dengan suasana sejuk. Terletak di daerah yang mungkin masih alami, tempat ini cocok untuk berbagai kegiatan rekreasi air dan piknik.","Cagar Alam","Ciamis","13852","4.5","087894829355","{'lat': -7.1628184, 'lng': 108.3695503}","-7.1628184","108.3695503"
"162","Taman Hutan Kota Cigembor","Taman Hutan Kota Cigembor adalah taman kota yang menyajikan area hijau dan segar untuk berbagai aktivitas luar ruangan. Tempat ini menjadi tempat ideal untuk berolahraga, berjalan-jalan, atau sekadar menikmati keindahan alam dalam lingkungan perk","Taman Hiburan","Ciamis","38802","4.4","086617965689","{'lat': -7.3381097, 'lng': 108.3617974}","-7.3381097","108.3617974"
"163","Curug Tujuh Cibolang","Curug Tujuh Cibolang adalah air terjun yang menawan dengan tujuh tingkatan air yang mempercantik pemandangan alam. Terletak di daerah yang mungkin alami, curug ini menawarkan pengalaman petualangan dan keindahan alam yang memukau. Suara gemuruh air dan hijaunya pepohonan di sekitar menciptakan atmosfer yang menenangkan dan menyegarkan.","Cagar Alam","Ciamis","47614","4.5","083149778554","{'lat': -7.1744464, 'lng': 108.2915068}","-7.1744464","108.2915068"
"164","Kampung Adat Kuta","Kampung Adat Kuta adalah kampung tradisional yang mencerminkan kehidupan masyarakat adat Indonesia. Dengan arsitektur dan budaya yang terpelihara, kampung ini mengajak pengunjung untuk melihat dan merasakan keunikan serta keaslian kehidupan kampung.","Budaya","Ciamis","32924","4.4","081157446338","{'lat': -7.270905, 'lng': 108.5631298}","-7.270905","108.5631298"
"165","Wisata Alam Ciung Wanara","Wisata Alam Ciung Wanara adalah destinasi alam yang memikat dengan keindahan lanskap dan beragam ekosistem. Terletak di daerah yang mungkin masih alami, tempat ini menawarkan kegiatan luar ruangan seperti trekking atau sekadar menikmati kehijauan alam.","Cagar Alam","Ciamis","29052","4.4","089111638275","{'lat': -7.3473275, 'lng': 108.489208}","-7.3473275","108.489208"
"166","Curug Tujuh Cibolang","Curug Tujuh Cibolang (terulang) merupakan air terjun dengan tujuh tingkatan air yang memukau. Pesona alam yang terjaga dengan kehadiran air terjun dan lingkungan sekitarnya menjadikan tempat ini menarik bagi pencinta alam dan petualang.","Cagar Alam","Ciamis","11075","4.5","087129523927","{'lat': -7.1744464, 'lng': 108.2915068}","-7.1744464","108.2915068"
"167","Wisata Alam Pinus Batu Cakra","Wisata Alam Pinus Batu Cakra adalah destinasi yang memanjakan pengunjung dengan hutan pinus yang rindang. Dikelilingi oleh pepohonan pinus yang tinggi, tempat ini menciptakan suasana damai dan teduh. Pengunjung dapat berjalan-jalan di antara pepohonan pinus, menikmati udara segar, dan merasakan kedamaian alam.","Cagar Alam","Ciamis","41945","4.5","088141935568","{'lat': -7.2634571, 'lng': 108.273601}","-7.2634571","108.273601"
"168","Kampung Adat Kuta","Kampung Adat Kuta (terulang) adalah kampung tradisional yang mempertahankan warisan budaya. Dengan bangunan-bangunan yang khas dan kegiatan tradisional yang masih terjaga, kampung ini menjadi jendela ke masa lalu dan budaya lokal yang kaya.","Budaya","Ciamis","24867","4.4","085285188511","{'lat': -7.270905, 'lng': 108.5631298}","-7.270905","108.5631298"
"169","Ciamis Square - Rafflesia Park","Ciamis Square - Rafflesia Park adalah kompleks rekreasi yang menawarkan kombinasi antara area perbelanjaan (Ciamis Square) dan keindahan alam dengan taman bunga Rafflesia. Tempat ini memberikan pengunjung pengalaman unik dengan suasana yang nyaman dan pemandangan bunga Rafflesia yang eksotis.","Taman Hiburan","Ciamis","26584","4.6","084853214867","{'lat': -7.3266891, 'lng': 108.353095}","-7.3266891","108.353095"
"170","Wahana Tirta Pasir Raya Panjalu","Wahana Tirta Pasir Raya Panjalu adalah destinasi wisata air yang menarik di Panjalu. Dengan berbagai wahana air dan kolam renang, tempat ini cocok untuk keluarga dan pengunjung yang ingin menikmati keseruan di air.","Taman Hiburan","Ciamis","40446","4.0","083746990696","{'lat': -7.1112713, 'lng': 108.2713822}","-7.1112713","108.2713822"
"171","Wisata Alam Ciung Wanara","Wisata Alam Ciung Wanara adalah area alam yang menawarkan pesona keindahan lanskap dan beragam ekosistem. Terletak di daerah yang mungkin masih alami, tempat ini menyediakan berbagai kegiatan alam seperti trekking dan penjelajahan keindahan alam.","Cagar Alam","Ciamis","34298","4.4","083861106382","{'lat': -7.3473275, 'lng': 108.489208}","-7.3473275","108.489208"
"172","Grand Sayang Kaak","Grand Sayang Kaak adalah tempat penginapan atau resort yang mungkin menawarkan kenyamanan dan kemewahan di tengah pemandangan alam yang indah. Cocok untuk mereka yang mencari akomodasi yang nyaman sambil menikmati kecantikan alam sekitar.","Taman Hiburan","Ciamis","32874","4.1","089468048416","{'lat': -7.3539412, 'lng': 108.3832799}","-7.3539412","108.3832799"
"173","Taman Prawatasari","Taman Prawatasari adalah taman kota yang menyajikan area hijau dan taman bermain. Tempat ini menjadi pilihan yang baik untuk bersantai, berolahraga, atau beraktivitas bersama keluarga di lingkungan yang asri.","Taman Hiburan","Cianjur","31352","4.4","089551251228","{'lat': -6.8253308, 'lng': 107.1332602}","-6.8253308","107.1332602"
"174","Wana Pokland","Wana Pokland adalah destinasi yang mungkin menawarkan pengalaman wisata alam dengan berbagai kegiatan outdoor. Dengan hutan dan lahan terbuka, tempat ini bisa menjadi tempat yang menarik bagi pecinta alam dan petualang.","Taman Hiburan","Cianjur","47766","3.9","086094591065","{'lat': -6.8339713, 'lng': 107.3179285}","-6.8339713","107.3179285"
"175","Curug Cikondang","Curug Cikondang adalah air terjun yang menawarkan pemandangan alam yang menakjubkan. Air terjun ini mungkin diapit oleh kehijauan pepohonan dan memberikan kesan sejuk dan alami bagi pengunjung.","Cagar Alam","Cianjur","38666","4.6","087769607602","{'lat': -7.0174302, 'lng': 107.0967278}","-7.0174302","107.0967278"
"176","Cirata Jangari","Cirata Jangari mungkin merujuk pada area sekitar Bendungan Cirata di Jangari. Bendungan ini dikelilingi oleh pemandangan yang indah, dan pengunjung mungkin dapat menikmati keindahan alam di sekitarnya.","Cagar Alam","Cianjur","22291","4.2","083154004529","{'lat': -6.7438326, 'lng': 107.2608372}","-6.7438326","107.2608372"
"177","Inkarla Agro Wisata","Inkarla Agro Wisata adalah destinasi agrowisata yang mengajak pengunjung untuk mengenal lebih dekat dengan kehidupan pedesaan dan kegiatan pertanian. Pengunjung dapat terlibat dalam berbagai kegiatan pertanian dan menikmati suasana pedesaan.","Budaya","Cianjur","37978","4.5","085886523555","{'lat': -6.7354217, 'lng': 107.0113188}","-6.7354217","107.0113188"
"178","Telaga Biru","Telaga Biru adalah danau yang menawarkan pemandangan air yang tenang dan biru. Terletak di lingkungan alam yang mungkin masih asri, tempat ini menjadi tempat yang menarik untuk bersantai dan menikmati keindahan alam.","Cagar Alam","Cianjur","26490","4.6","088772832242","{'lat': -6.7485153, 'lng': 106.9942597}","-6.7485153","106.9942597"
"179","Curug Gunung Karang","Curug Gunung Karang adalah air terjun yang dapat memberikan pengalaman berdekatan dengan alam dan keindahan aliran air yang jatuh dari ketinggian.","Cagar Alam","Cianjur","39523","4.2","083164719728","{'lat': -7.0785613, 'lng': 107.1405762}","-7.0785613","107.1405762"
"180","Curug Cikondang","Curug Cikondang adalah air terjun yang menawarkan pemandangan alam yang menakjubkan. Air terjun ini mungkin diapit oleh kehijauan pepohonan dan memberikan kesan sejuk dan alami bagi pengunjung.","Cagar Alam","Cianjur","29068","4.6","081909409293","{'lat': -7.0174302, 'lng': 107.0967278}","-7.0174302","107.0967278"
"181","Taman Alun-Alun Cianjur","Taman Alun-Alun Cianjur adalah pusat kegiatan perkotaan yang menawarkan taman terbuka, area bermain, dan tempat bersantai. Tempat ini menjadi pusat kegiatan masyarakat dan tempat rekreasi yang nyaman.","Taman Hiburan","Cianjur","23485","4.5","083007518505","{'lat': -6.8212175, 'lng': 107.1401089}","-6.8212175","107.1401089"
"182","Taman Bunga Nusantara","Taman Bunga Nusantara adalah taman bunga yang memamerkan keindahan flora dari berbagai daerah di Indonesia. Dengan koleksi tanaman yang beragam, tempat ini menjadi destinasi yang menarik bagi para pecinta tanaman dan keindahan alam.","Taman Hiburan","Cianjur","42170","4.6","082479210031","{'lat': -6.727693, 'lng': 107.0794044}","-6.727693","107.0794044"
"183","Puncak Pinus Tourist Area Cikalong-Jonggol","Puncak Pinus Tourist Area Cikalong-Jonggol adalah area wisata yang mungkin dikelilingi oleh hutan pinus yang rindang. Tempat ini dapat menjadi destinasi yang tenang untuk bersantai dan menikmati pemandangan pegunungan.","Cagar Alam","Cianjur","20249","4.4","086908283720","{'lat': -6.6617387, 'lng': 107.1962434}","-6.6617387","107.1962434"
"184","Pantai Cemara Jayanti","Pantai Cemara Jayanti adalah pantai yang menawarkan pasir putih dan laut yang indah. Terletak di daerah Jayanti, pantai ini mungkin menjadi tempat yang tenang dan bersih dari keramaian.","Cagar Alam","Cianjur","36398","4.3","085788309104","{'lat': -7.4994863, 'lng': 107.3529147}","-7.4994863","107.3529147"
"185","Jayanti Beach","Jayanti Beach (Jayanti Beach) mungkin merujuk pada pantai yang menawarkan keindahan laut dan suasana pantai. Pengunjung dapat menikmati aktivitas seperti berjemur, berenang, atau bersantai di tepi pantai.","Cagar Alam","Cianjur","40309","4.1","081387653819","{'lat': -7.4995754, 'lng': 107.3859876}","-7.4995754","107.3859876"
"186","Telaga Biru","Telaga Biru (terulang) adalah danau yang menawarkan pemandangan alam yang indah dan biru. Terletak di daerah yang mungkin masih alami, danau ini menjadi tempat yang menarik untuk menikmati keindahan alam danau.","Cagar Alam","Cianjur","8578","4.6","081126662692","{'lat': -6.7485153, 'lng': 106.9942597}","-6.7485153","106.9942597"
"187","Taman Sakura CIBODAS Cianjur","Taman Sakura CIBODAS Cianjur adalah taman yang mungkin menampilkan keindahan bunga sakura, menciptakan suasana yang mirip dengan musim semi di Jepang. Tempat ini menjadi daya tarik bagi pengunjung yang ingin menikmati keindahan bunga sakura.","Taman Hiburan","Cianjur","31753","4.5","088391568083","{'lat': -6.7386445, 'lng': 107.0082759}","-6.7386445","107.0082759"
"188","Wisata Situs Gunung Padang","Wisata Situs Gunung Padang adalah destinasi arkeologi yang mengungkap sejarah dan kekayaan budaya Indonesia. Situs ini menawarkan pengetahuan tentang peradaban prasejarah dan mungkin memiliki pemandangan yang indah.","Cagar Alam","Cianjur","37450","4.6","083837557803","{'lat': -6.9939564, 'lng': 107.0562707}","-6.9939564","107.0562707"
"189","Curug Ceret Naringgul","Curug Ceret Naringgul adalah air terjun yang menawarkan pesona alam dan keindahan air yang mengalir dari ketinggian. Terletak di daerah yang mungkin asri, curug ini menjadi destinasi menarik bagi pencinta alam.","Cagar Alam","Cianjur","29052","4.5","087235801344","{'lat': -7.3201308, 'lng': 107.3364117}","-7.3201308","107.3364117"
"190","Bukit Gronggong","Bukit Gronggong adalah bukit yang menawarkan pemandangan alam yang menakjubkan. Terletak di daerah yang mungkin memiliki topografi berbukit, bukit ini menjadi tempat yang menarik untuk menikmati panorama sekitar dan udara segar.","Cagar Alam","Cirebon","9836","4.3","087841896453","{'lat': -6.7811647, 'lng': 108.5217796}","-6.7811647","108.5217796"
"191","Wisata Kera Plangon","Wisata Kera Plangon adalah destinasi yang mungkin menampilkan kera atau monyet yang hidup bebas di alam. Pengunjung dapat menyaksikan kehidupan kera dalam lingkungan alami mereka dan mengamati perilaku unik mereka.","Taman Hiburan","Cirebon","23278","4.3","083239749797","{'lat': -6.773455, 'lng': 108.4839891}","-6.773455","108.4839891"
"192","Sunyaragi Cave Park","Sunyaragi Cave Park adalah taman yang mungkin menyajikan gua-gua alam yang menakjubkan dan bersejarah. Dengan stalaktit dan stalagmit yang indah, tempat ini menjadi destinasi menarik untuk penggemar eksplorasi gua dan sejarah.","Taman Hiburan","Cirebon","34799","4.4","084663192297","{'lat': -6.7367683, 'lng': 108.5430601}","-6.7367683","108.5430601"
"193","Alun Alun Kejaksan Cirebon","Alun Alun Kejaksan Cirebon adalah pusat kegiatan masyarakat di Cirebon. Dengan lapangan terbuka, taman, dan area bermain, alun-alun ini mungkin menjadi tempat yang ramai dengan berbagai kegiatan dan acara lokal.","Taman Hiburan","Cirebon","17517","4.5","085204654052","{'lat': -6.7097554, 'lng': 108.5589887}","-6.7097554","108.5589887"
"194","Batu Lawang Cirebon","Batu Lawang Cirebon adalah situs bersejarah yang mungkin menampilkan struktur batu yang memiliki nilai sejarah atau budaya. Pengunjung dapat menjelajahi dan mempelajari lebih lanjut tentang warisan budaya di lokasi ini.","Cagar Alam","Cirebon","18916","4.4","088464608052","{'lat': -6.7277257, 'lng': 108.3807464}","-6.7277257","108.3807464"
"195","Wisata Banyu Panas Palimanan","Wisata Banyu Panas Palimanan adalah destinasi yang menawarkan kolam air panas alami. Tempat ini mungkin menjadi pilihan yang baik untuk bersantai dan menikmati air panas, yang diyakini memiliki manfaat kesehatan.","Taman Hiburan","Cirebon","5278","4.1","087522828010","{'lat': -6.7126849, 'lng': 108.3991874}","-6.7126849","108.3991874"
"196","Wisata Kura-Kura Belawa","Belawa Cirebon atau nama tempat wisatanya Cikuya merupakan destinasi wisata dan edukasi keluarga di Cirebon yang menyuguhkan keunikan hewan kura-kura khas Belawa.","Taman Hiburan","Cirebon","14506","4.2","083852541934","{'lat': -6.8321074, 'lng': 108.5852863}","-6.8321074","108.5852863"
"197","Kampung Sabin","Kampung Sabin adalah pemukiman tradisional yang mungkin mempertahankan budaya dan arsitektur kampung Indonesia. Pengunjung dapat merasakan atmosfer kehidupan pedesaan dan keindahan alam di sekitar kampung ini.","Taman Hiburan","Cirebon","17615","4.3","087826950725","{'lat': -6.7676177, 'lng': 108.4546443}","-6.7676177","108.4546443"
"198","Puncak Guha","Puncak Guha mungkin merujuk pada puncak atau bukit tertentu yang menawarkan pemandangan spektakuler. Pengunjung dapat menikmati keindahan panorama alam dari ketinggian.","Cagar Alam","Garut","45664","4.5","083277324387","{'lat': -7.5362574, 'lng': 107.4971417}","-7.5362574","107.4971417"
"199","Darajat Pass","Darajat Pass adalah destinasi yang mungkin menyajikan pemandangan pegunungan dan udara segar. Tempat ini bisa menjadi pilihan yang baik untuk bersantai sambil menikmati keindahan alam.","Cagar Alam","Garut","17849","4.4","088579835608","{'lat': -7.2177854, 'lng': 107.745176}","-7.2177854","107.745176"
"200","Pantai Taman Manalusu","Pantai Taman Manalusu adalah pantai yang mungkin menawarkan pasir putih dan pemandangan laut yang indah. Tempat ini bisa menjadi destinasi yang menarik untuk bersantai dan menikmati suasana pantai.","Cagar Alam","Garut","42845","4.4","089207871396","{'lat': -7.5902891, 'lng': 107.6239562}","-7.5902891","107.6239562"
"201","Karacak Valley","Karacak Valley mungkin merujuk pada lembah atau daerah alam yang menawarkan keindahan alam dan lingkungan yang asri. Pengunjung dapat menjelajahi dan menikmati kehidupan alam di sekitar lembah ini.","Cagar Alam","Garut","26315","4.5","083698019358","{'lat': -7.2693522, 'lng': 107.9508674}","-7.2693522","107.9508674"
"202","Batu Tumpang","Batu Tumpang mungkin merujuk pada formasi batu atau situs alam yang menarik untuk dikunjungi. Tempat ini mungkin memiliki nilai estetika atau keunikan tertentu.","Cagar Alam","Garut","36292","4.4","082331778366","{'lat': -7.396874, 'lng': 107.839007}","-7.396874","107.839007"
"203","Curug Sanghyang Taraje","Curug Sanghyang Taraje adalah air terjun yang menawarkan keindahan alam dengan air yang mengalir dari ketinggian. Suara gemuruh air dan suasana sekitar menciptakan pengalaman yang menenangkan.","Cagar Alam","Garut","35499","4.6","088958349722","{'lat': -7.4266177, 'lng': 107.6876426}","-7.4266177","107.6876426"
"204","Coral Coast Paranje","Coral Coast Paranje adalah pantai yang mungkin memiliki keanekaragaman terumbu karang dan kehidupan laut. Pengunjung dapat menikmati keindahan bawah laut atau aktivitas air di sekitar pantai.","Cagar Alam","Garut","25923","4.4","089476466903","{'lat': -7.6841298, 'lng': 107.7948894}","-7.6841298","107.7948894"
"205","Pantai Karang Papak","Pantai Karang Papak adalah pantai yang mungkin menampilkan formasi karang yang indah dan pemandangan laut yang menarik. Tempat ini bisa menjadi lokasi yang menarik untuk kegiatan pantai.","Cagar Alam","Garut","12479","4.5","085742694796","{'lat': -7.6405941, 'lng': 107.6837437}","-7.6405941","107.6837437"
"206","De Wisdom Garut","De Wisdom Garut mungkin merujuk pada akomodasi atau tempat wisata yang menawarkan pengalaman nyaman dan mungkin terletak di lingkungan alam yang indah.","Taman Hiburan","Garut","43700","4.3","085428925811","{'lat': -7.1872408, 'lng': 107.8596675}","-7.1872408","107.8596675"
"207","Kebun Mawar Situhapa","Kebun Mawar Situhapa adalah kebun bunga yang menawarkan keindahan bunga mawar. Pengunjung dapat menikmati kebun bunga yang terawat dengan baik dan berbagai jenis mawar yang bermekaran.","Taman Hiburan","Garut","44134","4.4","089755958659","{'lat': -7.1941858, 'lng': 107.8108958}","-7.1941858","107.8108958"
"208","De Wisdom Garut","De Wisdom Garut mungkin merujuk pada akomodasi atau tempat wisata yang menawarkan pengalaman nyaman dan mungkin terletak di lingkungan alam yang indah.","Taman Hiburan","Garut","36843","4.3","087167923384","{'lat': -7.1872408, 'lng': 107.8596675}","-7.1872408","107.8596675"
"209","Kamojang Ecopark","Kamojang Ecopark adalah area wisata yang mungkin menawarkan keindahan alam, area hijau, dan fasilitas rekreasi. Pengunjung dapat menikmati suasana alam sambil berpartisipasi dalam berbagai kegiatan rekreasi.","Cagar Alam","Garut","11029","4.3","087673263018","{'lat': -7.162552, 'lng': 107.7922102}","-7.162552","107.7922102"
"210","Gunung Sadahurip","Gunung Sadahurip adalah gunung yang mungkin menjadi tujuan pendakian untuk pecinta alam dan petualang. Pendakian gunung ini dapat memberikan pengalaman mendebarkan dan pemandangan alam yang menakjubkan.","Cagar Alam","Garut","39161","4.2","085583278451","{'lat': -7.1794215, 'lng': 108.0432703}","-7.1794215","108.0432703"
"211","Situ Bagendit","Situ Bagendit adalah danau yang mungkin menawarkan keindahan alam dan aktivitas air. Pengunjung dapat menikmati pemandangan dan berbagai kegiatan rekreasi di sekitar danau.","Cagar Alam","Garut","44722","4.2","084225193280","{'lat': -7.1608295, 'lng': 107.9365808}","-7.1608295","107.9365808"
"212","Pantai Taman Manalusu","Pantai Taman Manalusu (terulang) adalah pantai yang menawarkan suasana santai dan pemandangan laut yang menarik. Tempat ini bisa menjadi destinasi yang populer untuk bersantai dan menikmati keindahan pantai.","Cagar Alam","Garut","33197","4.4","082877667213","{'lat': -7.5902891, 'lng': 107.6239562}","-7.5902891","107.6239562"
"213","Pemandian Air Panas Ciengang","Pemandian Air Panas Ciengang adalah tempat yang mungkin menawarkan kolam air panas alami. Pengunjung dapat bersantai dan menikmati manfaat kesehatan yang dikaitkan dengan air panas.","Cagar Alam","Garut","23690","4.3","087194307304","{'lat': -7.1768897, 'lng': 107.8716926}","-7.1768897","107.8716926"
"214","Taman Satwa Cikembulan","Taman Satwa Cikembulan adalah taman yang mungkin menampilkan berbagai jenis satwa. Pengunjung dapat menikmati pengalaman mendekati hewan dan belajar lebih banyak tentang keanekaragaman hayati.","Taman Hiburan","Garut","20795","4.3","085344965547","{'lat': -7.0842606, 'lng': 107.915188}","-7.0842606","107.915188"
"215","Garut Town Square","Garut Town Square adalah pusat kegiatan perkotaan yang mungkin menyajikan taman terbuka, area bermain, dan tempat bersantai. Tempat ini menjadi pusat kegiatan masyarakat dan tempat rekreasi yang nyaman.","Taman Hiburan","Garut","14689","4.4","089262014584","{'lat': -7.2162364, 'lng': 107.9014264}","-7.2162364","107.9014264"
"216","Curug Ciharus Dano Leles","Curug Ciharus Dano Leles adalah air terjun yang menawarkan pemandangan alam yang menakjubkan. Air terjun ini mungkin diapit oleh kehijauan pepohonan dan memberikan kesan sejuk dan alami bagi pengunjung.","Cagar Alam","Garut","45221","4.3","083885940696","{'lat': -7.1207669, 'lng': 107.8484857}","-7.1207669","107.8484857"
"217","Bukit Lolongokan","Bukit Lolongokan adalah bukit yang mungkin menawarkan pemandangan yang indah dari ketinggian. Pengunjung dapat menikmati panorama sekit","Cagar Alam","Garut","38830","4.3","082128054617","{'lat': -7.2826013, 'lng': 107.5269535}","-7.2826013","107.5269535"
"218","Curug Sanghyang Taraje","Curug Sanghyang Taraje adalah air terjun yang menawarkan keindahan alam dengan air yang mengalir dari ketinggian. Suara gemuruh air dan kehijauan sekitar menciptakan pengalaman alam yang menenangkan.","Cagar Alam","Garut","29499","4.6","084885685814","{'lat': -7.4266177, 'lng': 107.6876426}","-7.4266177","107.6876426"
"219","Wisata GUNUNG WAYANG","Wisata Gunung Wayang mungkin merujuk pada destinasi wisata yang terkait dengan Gunung Wayang. Tempat ini dapat menawarkan pemandangan indah, trekking, atau aktivitas lain yang terkait dengan gunung tersebut.","Cagar Alam","Garut","6701","4.5","082221252641","{'lat': -7.4470797, 'lng': 107.6536691}","-7.4470797","107.6536691"
"220","Curug Orok","Curug Orok adalah air terjun lainnya yang menawarkan pemandangan alam yang menakjubkan. Air terjun ini mungkin diapit oleh tebing dan pepohonan, menciptakan suasana alam yang sejuk.","Cagar Alam","Garut","44758","4.2","089296921902","{'lat': -7.3876789, 'lng': 107.7363368}","-7.3876789","107.7363368"
"221","Kawah Papandayan","Kawah Papandayan adalah kawah vulkanik di Gunung Papandayan. Tempat ini menawarkan pemandangan kawah yang unik dengan aktivitas geologis yang menarik. Pengunjung dapat menjelajahi kawah dan menikmati keindahan alam di sekitarnya.","Cagar Alam","Garut","27453","4.7","084554536403","{'lat': -7.3145054, 'lng': 107.7315997}","-7.3145054","107.7315997"
"222","Wisata Garut Dinoland","Wisata Garut Dinoland mungkin merujuk pada tempat wisata yang menampilkan tema dinosaurus. Pengunjung dapat menikmati replika dinosaurus, pameran, dan kegiatan terkait dinosaurus.","Taman Hiburan","Garut","49697","4.3","089554796665","{'lat': -7.1931772, 'lng': 107.8510567}","-7.1931772","107.8510567"
"223","Pesona Leuweung Oko (Oko D'great)","Pesona Leuweung Oko, atau Oko D'great, mungkin adalah destinasi alam yang menawarkan keindahan hutan atau lembah yang alami. Pengunjung dapat menikmati keindahan alam dan mungkin berbagai kegiatan rekreasi.","Taman Hiburan","Garut","16625","4.1","088168679395","{'lat': -6.9986203, 'lng': 108.0530119}","-6.9986203","108.0530119"
"224","Kawah Talaga Bodas Garut","Kawah Talaga Bodas Garut adalah kawah vulkanik lainnya yang mungkin memiliki keunikan sendiri. Tempat ini dapat menjadi tujuan menarik untuk penggemar geologi dan pecinta alam yang ingin menjelajahi formasi kawah.","Cagar Alam","Garut","36130","4.4","088418209402","{'lat': -7.2102472, 'lng': 108.066804}","-7.2102472","108.066804"
"225","Pantai Karang Papak","Pantai Karang Papak adalah pantai yang menawarkan pemandangan laut yang indah dengan formasi karang yang unik. Pengunjung dapat menikmati keindahan pantai, berjemur, atau menikmati kegiatan air.","Cagar Alam","Garut","20836","4.5","089517873102","{'lat': -7.6405941, 'lng': 107.6837437}","-7.6405941","107.6837437"
"226","Wisata Alam Batu Lempar","Wisata Alam Batu Lempar mungkin menjadi destinasi alam yang menawarkan keindahan lanskap dan mungkin aktivitas batu lempar sebagai daya tarik utama. Pengunjung dapat menikmati keindahan alam sambil berpartisipasi dalam aktivitas yang menantang.","Cagar Alam","Garut","26609","4.6","086017432724","{'lat': -7.255405, 'lng': 107.958849}","-7.255405","107.958849"
"227","Awit Sinar Alam Darajat Garut","Awit Sinar Alam Darajat Garut mungkin merujuk pada objek wisata alam yang terletak di Darajat, Garut. Tempat ini bisa menawarkan pemandangan alam yang menakjubkan dan mungkin juga fasilitas rekreasi.","Taman Hiburan","Garut","13263","4.3","086913485339","{'lat': -7.2185561, 'lng': 107.7413106}","-7.2185561","107.7413106"
"228","Antapura De Djati","Antapura De Djati mungkin adalah akomodasi atau tempat penginapan yang menawarkan kenyamanan dan kemewahan. Pengunjung dapat menikmati suasana yang tenang dan mungkin juga fasilitas yang lengkap.","Taman Hiburan","Garut","6758","4.5","084143984809","{'lat': -7.0612292, 'lng': 107.9650288}","-7.0612292","107.9650288"
